config,workload,total_energy,nrh,baseline_energy,normalized_energy
REGA,434.zeusmp,82286963.287125,125,32237067.058125,2.5525573756060873
PARA,434.zeusmp,33827766.0705,1000,32237067.058125,1.0493437883014263
PARA,434.zeusmp,35637429.720750004,500,32237067.058125,1.1054799016453323
PARA,434.zeusmp,39998569.44112501,250,32237067.058125,1.2407632918033655
PARA,434.zeusmp,53683579.12912501,125,32237067.058125,1.6652749157462403
Baseline,549.fotonik3d,24761398.992000006,0,24761398.992000006,1.0
CoMeT,549.fotonik3d,25780915.506375004,125,24761398.992000006,1.041173623295856
CoMeT,549.fotonik3d,25334261.612812504,250,24761398.992000006,1.0231353091558995
CoMeT,549.fotonik3d,24782247.635812506,500,24761398.992000006,1.000841981659406
CoMeT,549.fotonik3d,24761398.992000006,1000,24761398.992000006,1.0
Graphene,549.fotonik3d,24761398.992000006,1000,24761398.992000006,1.0
Graphene,549.fotonik3d,24761398.992000006,500,24761398.992000006,1.0
Graphene,549.fotonik3d,24918960.925125003,250,24761398.992000006,1.0063632080390894
Graphene,549.fotonik3d,25337377.0910625,125,24761398.992000006,1.023261129116678
Hydra,549.fotonik3d,24847556.058187496,1000,24761398.992000006,1.0034794910503775
Hydra,549.fotonik3d,25278053.850187495,500,24761398.992000006,1.020865333915681
Hydra,549.fotonik3d,26154413.9934375,250,24761398.992000006,1.0562575241361585
Hydra,549.fotonik3d,26366801.477625005,125,24761398.992000006,1.0648348861929682
REGA,549.fotonik3d,25757455.992000002,1000,24761398.992000006,1.0402262004792946
REGA,549.fotonik3d,28133101.362000007,500,24761398.992000006,1.1361676846727982
REGA,549.fotonik3d,36029307.613125004,250,24761398.992000006,1.4550594505894223
REGA,549.fotonik3d,61793915.87906249,125,24761398.992000006,2.495574498800616
PARA,549.fotonik3d,25703449.287375003,1000,24761398.992000006,1.038045115935467
PARA,549.fotonik3d,26775833.171812505,500,24761398.992000006,1.0813538112472292
PARA,549.fotonik3d,29357627.75925,250,24761398.992000006,1.1856207223483195
PARA,549.fotonik3d,37871600.296500005,125,24761398.992000006,1.529461251714238
Baseline,483.xalancbmk,6382373.677312501,0,6382373.677312501,1.0
CoMeT,483.xalancbmk,6388985.9745000005,125,6382373.677312501,1.0010360247647367
CoMeT,483.xalancbmk,6382373.677312501,250,6382373.677312501,1.0
CoMeT,483.xalancbmk,6382373.677312501,500,6382373.677312501,1.0
CoMeT,483.xalancbmk,6382373.677312501,1000,6382373.677312501,1.0
Graphene,483.xalancbmk,6382373.677312501,1000,6382373.677312501,1.0
Graphene,483.xalancbmk,6382373.677312501,500,6382373.677312501,1.0
Graphene,483.xalancbmk,6382373.677312501,250,6382373.677312501,1.0
Graphene,483.xalancbmk,6381156.6279375,125,6382373.677312501,0.9998093108557202
Hydra,483.xalancbmk,6382373.677312501,1000,6382373.677312501,1.0
Hydra,483.xalancbmk,6382373.677312501,500,6382373.677312501,1.0
Hydra,483.xalancbmk,6382373.677312501,250,6382373.677312501,1.0
Hydra,483.xalancbmk,6389341.554374999,125,6382373.677312501,1.0010917375595332
REGA,483.xalancbmk,6396721.282312501,1000,6382373.677312501,1.0022480045395967
REGA,483.xalancbmk,6454378.14675,500,6382373.677312501,1.0112817696170713
REGA,483.xalancbmk,6618491.103375,250,6382373.677312501,1.0369952368821382
REGA,483.xalancbmk,7058863.602562501,125,6382373.677312501,1.105993468802168
PARA,483.xalancbmk,6404028.439125001,1000,6382373.677312501,1.0033929009655886
PARA,483.xalancbmk,6421893.1160625005,500,6382373.677312501,1.0061919656773592
PARA,483.xalancbmk,6438568.348687501,250,6382373.677312501,1.0088046664479637
PARA,483.xalancbmk,6525050.194312501,125,6382373.677312501,1.022354773351359
Baseline,462.libquantum,18426943.615125,0,18426943.615125,1.0
CoMeT,462.libquantum,18817250.289,125,18426943.615125,1.021181302880562
CoMeT,462.libquantum,18623749.551,250,18426943.615125,1.0106803352734774
CoMeT,462.libquantum,18514291.6095,500,18426943.615125,1.004740232357541
CoMeT,462.libquantum,18450696.857625,1000,18426943.615125,1.0012890495025177
Graphene,462.libquantum,18449009.943375,1000,18426943.615125,1.0011975034336071
Graphene,462.libquantum,18489833.698875003,500,18426943.615125,1.0034129416719104
Graphene,462.libquantum,18562315.962000005,250,18426943.615125,1.0073464351822237
Graphene,462.libquantum,18719866.958062503,125,18426943.615125,1.0158964692710661
Hydra,462.libquantum,18598349.4151875,1000,18426943.615125,1.0093019115726718
Hydra,462.libquantum,18636923.905500002,500,18426943.615125,1.0113952858792408
Hydra,462.libquantum,18688649.5295625,250,18426943.615125,1.014202350639565
Hydra,462.libquantum,18790464.127312496,125,18426943.615125,1.0197276618293396
REGA,462.libquantum,19018618.195125,1000,18426943.615125,1.0321092087954482
REGA,462.libquantum,20307501.969562497,500,18426943.615125,1.102054816778943
REGA,462.libquantum,24213109.133812495,250,18426943.615125,1.3140057103087979
REGA,462.libquantum,36873774.79256249,125,18426943.615125,2.0010792653805143
PARA,462.libquantum,18987721.6929375,1000,18426943.615125,1.0304325063084367
PARA,462.libquantum,19591097.553375002,500,18426943.615125,1.0631767243969017
PARA,462.libquantum,20978769.178125,250,18426943.615125,1.1384833869522148
PARA,462.libquantum,25133194.318499997,125,18426943.615125,1.363937223852492
Baseline,wc_map0,12361880.698125001,0,12361880.698125001,1.0
CoMeT,wc_map0,12546332.646374999,125,12361880.698125001,1.0149210263999695
CoMeT,wc_map0,12445236.5086875,250,12361880.698125001,1.006742971607479
CoMeT,wc_map0,12391032.858374998,500,12361880.698125001,1.0023582301885843
CoMeT,wc_map0,12365827.677562498,1000,12361880.698125001,1.000319286323326
Graphene,wc_map0,12364205.8164375,1000,12361880.698125001,1.0001880877488853
Graphene,wc_map0,12394846.763625,500,12361880.698125001,1.0026667516298713
Graphene,wc_map0,12424324.363875,250,12361880.698125001,1.005051307909764
Graphene,wc_map0,12506378.914125001,125,12361880.698125001,1.011689015573651
Hydra,wc_map0,12419981.943374999,1000,12361880.698125001,1.004700032840376
Hydra,wc_map0,12494436.785625,500,12361880.698125001,1.0107229709408296
Hydra,wc_map0,12512423.776874999,250,12361880.698125001,1.012178007734117
Hydra,wc_map0,12565735.881937498,125,12361880.698125001,1.0164906286341542
REGA,wc_map0,12642873.028125001,1000,12361880.698125001,1.0227305486003129
REGA,wc_map0,13527261.765,500,12361880.698125001,1.0942721496294459
REGA,wc_map0,16201903.373250002,250,12361880.698125001,1.3106341800974863
REGA,wc_map0,24553130.0300625,125,12361880.698125001,1.986196973554891
PARA,wc_map0,12600128.818874998,1000,12361880.698125001,1.0192728053738727
PARA,wc_map0,12865591.297312496,500,12361880.698125001,1.040747084645777
PARA,wc_map0,13467344.37975,250,12361880.698125001,1.0894252022503883
PARA,wc_map0,15310552.229249999,125,12361880.698125001,1.2385293632199703
Baseline,ycsb_abgsave,6812918.392312501,0,6812918.392312501,1.0
CoMeT,ycsb_abgsave,6812918.392312501,125,6812918.392312501,1.0
CoMeT,ycsb_abgsave,6812918.392312501,250,6812918.392312501,1.0
CoMeT,ycsb_abgsave,6812918.392312501,500,6812918.392312501,1.0
CoMeT,ycsb_abgsave,6812918.392312501,1000,6812918.392312501,1.0
Graphene,ycsb_abgsave,6812918.392312501,1000,6812918.392312501,1.0
Graphene,ycsb_abgsave,6812918.392312501,500,6812918.392312501,1.0
Graphene,ycsb_abgsave,6812918.392312501,250,6812918.392312501,1.0
Graphene,ycsb_abgsave,6812918.392312501,125,6812918.392312501,1.0
Hydra,ycsb_abgsave,6812918.392312501,1000,6812918.392312501,1.0
Hydra,ycsb_abgsave,6812918.392312501,500,6812918.392312501,1.0
Hydra,ycsb_abgsave,6812918.392312501,250,6812918.392312501,1.0
Hydra,ycsb_abgsave,6812918.392312501,125,6812918.392312501,1.0
REGA,ycsb_abgsave,6839052.5623125015,1000,6812918.392312501,1.0038359728526163
REGA,ycsb_abgsave,6910500.841312501,500,6812918.392312501,1.0143231495492606
REGA,ycsb_abgsave,7124784.916687499,250,6812918.392312501,1.0457757610493177
REGA,ycsb_abgsave,7833737.315437501,125,6812918.392312501,1.1498357773192855
PARA,ycsb_abgsave,6837984.0495,1000,6812918.392312501,1.0036791365673456
PARA,ycsb_abgsave,6859034.2918125,500,6812918.392312501,1.0067688906345973
PARA,ycsb_abgsave,6915696.381,250,6812918.392312501,1.0150857507413373
PARA,ycsb_abgsave,7086669.588562502,125,6812918.392312501,1.0401811940913448
Baseline,510.parest,8115143.917875,0,8115143.917875,1.0
CoMeT,510.parest,8115143.917875,125,8115143.917875,1.0
CoMeT,510.parest,8115143.917875,250,8115143.917875,1.0
CoMeT,510.parest,8115143.917875,500,8115143.917875,1.0
CoMeT,510.parest,8115143.917875,1000,8115143.917875,1.0
Graphene,510.parest,8115143.917875,1000,8115143.917875,1.0
Graphene,510.parest,8115143.917875,500,8115143.917875,1.0
Graphene,510.parest,8115143.917875,250,8115143.917875,1.0
Graphene,510.parest,8115143.917875,125,8115143.917875,1.0
Hydra,510.parest,8115143.917875,1000,8115143.917875,1.0
Hydra,510.parest,8115143.917875,500,8115143.917875,1.0
Hydra,510.parest,8115143.917875,250,8115143.917875,1.0
Hydra,510.parest,8115143.917875,125,8115143.917875,1.0
REGA,510.parest,8117099.647875,1000,8115143.917875,1.0002409975743858
REGA,510.parest,8124637.470562499,500,8115143.917875,1.001169856355423
REGA,510.parest,8148110.391937501,250,8115143.917875,1.004062340039329
REGA,510.parest,8217573.894000001,125,8115143.917875,1.012622077582553
PARA,510.parest,8116258.825874999,1000,8115143.917875,1.0001373861032266
PARA,510.parest,8118812.1410625,500,8115143.917875,1.000452021951135
PARA,510.parest,8123939.422687502,250,8115143.917875,1.0010838384262204
PARA,510.parest,8135509.161375,125,8115143.917875,1.002509535715706
Baseline,tpcc64,6955596.295875002,0,6955596.295875002,1.0
CoMeT,tpcc64,7014205.554375001,125,6955596.295875002,1.008426201867805
CoMeT,tpcc64,6952883.4800625,250,6955596.295875002,0.9996099808417417
CoMeT,tpcc64,6955596.295875002,500,6955596.295875002,1.0
CoMeT,tpcc64,6955596.295875002,1000,6955596.295875002,1.0
Graphene,tpcc64,6955596.295875002,1000,6955596.295875002,1.0
Graphene,tpcc64,6955596.295875002,500,6955596.295875002,1.0
Graphene,tpcc64,6958975.247437499,250,6955596.295875002,1.000485788912807
Graphene,tpcc64,6998838.054374999,125,6955596.295875002,1.0062168298245893
Hydra,tpcc64,6955596.295875002,1000,6955596.295875002,1.0
Hydra,tpcc64,6961775.3956875,500,6955596.295875002,1.0008883637792727
Hydra,tpcc64,7036912.948500001,250,6955596.295875002,1.0116908240740228
Hydra,tpcc64,7215992.0994375,125,6955596.295875002,1.0374368770822604
REGA,tpcc64,7073909.755875001,1000,6955596.295875002,1.0170098227336979
REGA,tpcc64,7358571.273937501,500,6955596.295875002,1.0579353603804584
REGA,tpcc64,8278243.2976875,250,6955596.295875002,1.1901558034063724
REGA,tpcc64,11237522.079937497,125,6955596.295875002,1.6156087274072937
PARA,tpcc64,7085212.2795,1000,6955596.295875002,1.0186347766764248
PARA,tpcc64,7220690.10675,500,6955596.295875002,1.03811230548734
PARA,tpcc64,7536439.076625001,250,6955596.295875002,1.0835072589095585
PARA,tpcc64,8517914.615437502,125,6955596.295875002,1.2246131392773656
Baseline,tpch6,5299971.714749999,0,5299971.714749999,1.0
CoMeT,tpch6,5316607.602375,125,5299971.714749999,1.0031388634733092
CoMeT,tpch6,5305734.051750001,250,5299971.714749999,1.0010872391986478
CoMeT,tpch6,5299981.189125001,500,5299971.714749999,1.0000017876274652
CoMeT,tpch6,5299971.714749999,1000,5299971.714749999,1.0
Graphene,tpch6,5299971.714749999,1000,5299971.714749999,1.0
Graphene,tpch6,5299971.714749999,500,5299971.714749999,1.0
Graphene,tpch6,5301624.6044999985,250,5299971.714749999,1.0003118676549536
Graphene,tpch6,5310950.865937498,125,5299971.714749999,1.0020715490154304
Hydra,tpch6,5299971.714749999,1000,5299971.714749999,1.0
Hydra,tpch6,5299984.821000001,500,5299971.714749999,1.0000024728905563
Hydra,tpch6,5342487.9669375,250,5299971.714749999,1.0080219771870058
Hydra,tpch6,5364952.9183125,125,5299971.714749999,1.0122606698789838
REGA,tpch6,5347148.739749999,1000,5299971.714749999,1.008901372976898
REGA,tpch6,5449239.053249999,500,5299971.714749999,1.0281637990792636
REGA,tpch6,5809585.328812499,250,5299971.714749999,1.096154025245876
REGA,tpch6,6926881.986374998,125,5299971.714749999,1.306965840420856
PARA,tpch6,5346123.5353125,1000,5299971.714749999,1.0087079371450338
PARA,tpch6,5392153.568625,500,5299971.714749999,1.0173928954410183
PARA,tpch6,5506585.687312501,250,5299971.714749999,1.0389839764592492
PARA,tpch6,5833951.8811874995,125,5299971.714749999,1.1007515124941922
Baseline,471.omnetpp,6387883.286812499,0,6387883.286812499,1.0
CoMeT,471.omnetpp,6387675.158999999,125,6387883.286812499,0.9999674183445195
CoMeT,471.omnetpp,6387883.286812499,250,6387883.286812499,1.0
CoMeT,471.omnetpp,6387883.286812499,500,6387883.286812499,1.0
CoMeT,471.omnetpp,6387883.286812499,1000,6387883.286812499,1.0
Graphene,471.omnetpp,6387883.286812499,1000,6387883.286812499,1.0
Graphene,471.omnetpp,6387883.286812499,500,6387883.286812499,1.0
Graphene,471.omnetpp,6387883.286812499,250,6387883.286812499,1.0
Graphene,471.omnetpp,6388017.4130625,125,6387883.286812499,1.0000209969788079
Hydra,471.omnetpp,6387883.286812499,1000,6387883.286812499,1.0
Hydra,471.omnetpp,6387883.286812499,500,6387883.286812499,1.0
Hydra,471.omnetpp,6387883.286812499,250,6387883.286812499,1.0
Hydra,471.omnetpp,6387883.286812499,125,6387883.286812499,1.0
REGA,471.omnetpp,6390906.791812499,1000,6387883.286812499,1.0004733187605732
REGA,471.omnetpp,6404040.447187498,500,6387883.286812499,1.0025293449566235
REGA,471.omnetpp,6433507.257374998,250,6387883.286812499,1.0071422674012669
REGA,471.omnetpp,6540289.6798125,125,6387883.286812499,1.0238586690077192
PARA,471.omnetpp,6387200.781374999,1000,6387883.286812499,0.9998931562449006
PARA,471.omnetpp,6386639.9868749995,500,6387883.286812499,0.9998053658963891
PARA,471.omnetpp,6393696.774937499,250,6387883.286812499,1.0009100805171256
PARA,471.omnetpp,6412153.281937499,125,6387883.286812499,1.0037993798626696
Baseline,jp2_encode,7693050.951374998,0,7693050.951374998,1.0
CoMeT,jp2_encode,7814130.577687499,125,7693050.951374998,1.015738830676906
CoMeT,jp2_encode,7751352.782062501,250,7693050.951374998,1.0075785057262727
CoMeT,jp2_encode,7717307.7586875,500,7693050.951374998,1.0031530802884083
CoMeT,jp2_encode,7701768.861562499,1000,7693050.951374998,1.001133218828603
Graphene,jp2_encode,7701484.5121875,1000,7693050.951374998,1.0010962569812427
Graphene,jp2_encode,7712953.3663125,500,7693050.951374998,1.0025870639702372
Graphene,jp2_encode,7736367.049875,250,7693050.951374998,1.0056305487606656
Graphene,jp2_encode,7784716.0168125015,125,7693050.951374998,1.0119153072060598
Hydra,jp2_encode,7731488.85075,1000,7693050.951374998,1.0049964441439363
Hydra,jp2_encode,7742290.1379375,500,7693050.951374998,1.0064004758156062
Hydra,jp2_encode,7765169.949937498,250,7693050.951374998,1.0093745640082639
Hydra,jp2_encode,7795559.185875,125,7693050.951374998,1.0133247829954488
REGA,jp2_encode,7872802.821374998,1000,7693050.951374998,1.023365485440841
REGA,jp2_encode,8259598.644374999,500,7693050.951374998,1.0736440843276542
REGA,jp2_encode,9475151.471437499,250,7693050.951374998,1.2316506846667876
REGA,jp2_encode,13319979.107250001,125,7693050.951374998,1.7314299868076772
PARA,jp2_encode,7861077.67125,1000,7693050.951374998,1.0218413631908898
PARA,jp2_encode,8038969.230750001,500,7693050.951374998,1.044965031631979
PARA,jp2_encode,8471202.4498125,250,7693050.951374998,1.101149921319372
PARA,jp2_encode,9827050.677749999,125,7693050.951374998,1.2773931616810084
Baseline,tpch2,12615507.253124999,0,12615507.253124999,1.0
CoMeT,tpch2,13580283.540562501,125,12615507.253124999,1.0764754256867886
CoMeT,tpch2,12904507.7536875,250,12615507.253124999,1.0229083535654828
CoMeT,tpch2,12675291.140999999,500,12615507.253124999,1.0047389206534039
CoMeT,tpch2,12615031.4071875,1000,12615507.253124999,0.9999622808716326
Graphene,tpch2,12615507.253124999,1000,12615507.253124999,1.0
Graphene,tpch2,12641075.4298125,500,12615507.253124999,1.002026726010654
Graphene,tpch2,12745171.038562499,250,12615507.253124999,1.0102781269778416
Graphene,tpch2,12929872.456125002,125,12615507.253124999,1.024918950676528
Hydra,tpch2,12683965.232250001,1000,12615507.253124999,1.0054264943732678
Hydra,tpch2,12982016.94075,500,12615507.253124999,1.0290523147639752
Hydra,tpch2,13281240.064125,250,12615507.253124999,1.0527709903091762
Hydra,tpch2,13519078.627875,125,12615507.253124999,1.0716238639176539
REGA,tpch2,13198186.438125001,1000,12615507.253124999,1.046187535174669
REGA,tpch2,14608260.4246875,500,12615507.253124999,1.1579606060682874
REGA,tpch2,18990126.693562504,250,12615507.253124999,1.5053002873791255
REGA,tpch2,32988876.406125005,125,12615507.253124999,2.614946489603365
PARA,tpch2,13226766.482624998,1000,12615507.253124999,1.0484530044837146
PARA,tpch2,13875438.4775625,500,12615507.253124999,1.0998716261785988
PARA,tpch2,15391120.896187501,250,12615507.253124999,1.2200160157947635
PARA,tpch2,20048706.616875,125,12615507.253124999,1.5892112948457715
Baseline,bfs_cm2003,111694363.71074997,0,111694363.71074997,1.0
CoMeT,bfs_cm2003,121468276.16362502,125,111694363.71074997,1.0875058698412583
CoMeT,bfs_cm2003,117902555.24831249,250,111694363.71074997,1.0555819589396616
CoMeT,bfs_cm2003,115735257.481125,500,111694363.71074997,1.0361781350117143
CoMeT,bfs_cm2003,112051205.99100001,1000,111694363.71074997,1.003194810090634
Graphene,bfs_cm2003,111694363.71074997,1000,111694363.71074997,1.0
Graphene,bfs_cm2003,112768070.94206253,500,111694363.71074997,1.0096129043189064
Graphene,bfs_cm2003,113856350.43318748,250,111694363.71074997,1.019356274127102
Graphene,bfs_cm2003,117102179.240625,125,111694363.71074997,1.0484161899509934
Hydra,bfs_cm2003,116318828.19712496,1000,111694363.71074997,1.0414028455218274
Hydra,bfs_cm2003,117574012.80956249,500,111694363.71074997,1.0526405174216202
Hydra,bfs_cm2003,118428284.14518748,250,111694363.71074997,1.0602888114558409
Hydra,bfs_cm2003,120766416.5300625,125,111694363.71074997,1.0812221182691548
REGA,bfs_cm2003,126759353.26574998,1000,111694363.71074997,1.1348769002705736
REGA,bfs_cm2003,158191532.66418752,500,111694363.71074997,1.4162893042109919
REGA,bfs_cm2003,255976253.27212504,250,111694363.71074997,2.291756224468189
REGA,bfs_cm2003,575765032.9940627,125,111694363.71074997,5.154826204884396
PARA,bfs_cm2003,123986391.97781251,1000,111694363.71074997,1.1100505688800437
PARA,bfs_cm2003,135877201.9395,500,111694363.71074997,1.2165090289728073
PARA,bfs_cm2003,163113456.13518748,250,111694363.71074997,1.460355300985422
PARA,bfs_cm2003,247854301.61587504,125,111694363.71074997,2.2190403649886266
Baseline,557.xz,6627950.0139375,0,6627950.0139375,1.0
CoMeT,557.xz,6651297.246375,125,6627950.0139375,1.0035225420210478
CoMeT,557.xz,6626242.784437501,250,6627950.0139375,0.9997424196778175
CoMeT,557.xz,6627950.0139375,500,6627950.0139375,1.0
CoMeT,557.xz,6627950.0139375,1000,6627950.0139375,1.0
Graphene,557.xz,6627950.0139375,1000,6627950.0139375,1.0
Graphene,557.xz,6627950.0139375,500,6627950.0139375,1.0
Graphene,557.xz,6627573.7426875,250,6627950.0139375,0.9999432296186288
Graphene,557.xz,6644331.963375,125,6627950.0139375,1.0024716464974919
Hydra,557.xz,6627950.0139375,1000,6627950.0139375,1.0
Hydra,557.xz,6630364.101,500,6627950.0139375,1.0003642283145502
Hydra,557.xz,6681221.330812498,250,6627950.0139375,1.0080373745672457
Hydra,557.xz,6890281.298437499,125,6627950.0139375,1.0395795508337207
REGA,557.xz,6770018.4939375,1000,6627950.0139375,1.0214347542907314
REGA,557.xz,7133640.928500001,500,6627950.0139375,1.0762967302860034
REGA,557.xz,8260807.668000001,250,6627950.0139375,1.2463593796918908
REGA,557.xz,11802803.650499998,125,6627950.0139375,1.7807623210314836
PARA,557.xz,6753256.2110625,1000,6627950.0139375,1.0189057245244006
PARA,557.xz,6894361.301812501,500,6627950.0139375,1.0401951262931646
PARA,557.xz,7218894.492187501,250,6627950.0139375,1.0891594651449303
PARA,557.xz,8224911.374437501,125,6627950.0139375,1.240943482847917
Baseline,429.mcf,40492873.777125,0,40492873.777125,1.0
CoMeT,429.mcf,43915210.8043125,125,40492873.777125,1.0845170201064076
CoMeT,429.mcf,42226248.87168749,250,40492873.777125,1.0428069171899994
CoMeT,429.mcf,41354441.828999996,500,40492873.777125,1.0212770290549669
CoMeT,429.mcf,40904989.28025,1000,40492873.777125,1.0101774822254725
Graphene,429.mcf,40767875.455312505,1000,40492873.777125,1.0067913598748544
Graphene,429.mcf,41108660.0979375,500,40492873.777125,1.0152072763272328
Graphene,429.mcf,41771967.6286875,250,40492873.777125,1.0315881223595713
Graphene,429.mcf,43090628.820562504,125,40492873.777125,1.0641533880192275
Hydra,429.mcf,41169774.72,1000,40492873.777125,1.0167165449061655
Hydra,429.mcf,42596238.159937486,500,40492873.777125,1.0519440629081926
Hydra,429.mcf,50933656.44225,250,40492873.777125,1.2578424718035979
Hydra,429.mcf,62961510.987,125,40492873.777125,1.5548787999968492
REGA,429.mcf,43970925.757125,1000,40492873.777125,1.0858929400551658
REGA,429.mcf,54534812.811937496,500,40492873.777125,1.346775561351859
REGA,429.mcf,84888676.8676875,250,40492873.777125,2.0963855846566837
REGA,429.mcf,173547665.07656252,125,40492873.777125,4.2858816598638665
PARA,429.mcf,44434561.36143751,1000,40492873.777125,1.0973427474179227
PARA,429.mcf,48445406.07712501,500,40492873.777125,1.1963933788392296
PARA,429.mcf,57446347.744687505,250,40492873.777125,1.4186779644456788
PARA,429.mcf,84215844.45468749,125,40492873.777125,2.0797695149575235
Baseline,ycsb_dserver,7253783.692125001,0,7253783.692125001,1.0
CoMeT,ycsb_dserver,7250177.906062499,125,7253783.692125001,0.9995029096240605
CoMeT,ycsb_dserver,7253783.692125001,250,7253783.692125001,1.0
CoMeT,ycsb_dserver,7253783.692125001,500,7253783.692125001,1.0
CoMeT,ycsb_dserver,7253783.692125001,1000,7253783.692125001,1.0
Graphene,ycsb_dserver,7253783.692125001,1000,7253783.692125001,1.0
Graphene,ycsb_dserver,7253783.692125001,500,7253783.692125001,1.0
Graphene,ycsb_dserver,7253783.692125001,250,7253783.692125001,1.0
Graphene,ycsb_dserver,7255195.568062499,125,7253783.692125001,1.0001946399282668
Hydra,ycsb_dserver,7253783.692125001,1000,7253783.692125001,1.0
Hydra,ycsb_dserver,7253783.692125001,500,7253783.692125001,1.0
Hydra,ycsb_dserver,7253783.692125001,250,7253783.692125001,1.0
Hydra,ycsb_dserver,7290761.418749999,125,7253783.692125001,1.0050977156466827
REGA,ycsb_dserver,7327547.182125,1000,7253783.692125001,1.0101689674149066
REGA,ycsb_dserver,7524023.615999999,500,7253783.692125001,1.0372550292847003
REGA,ycsb_dserver,8077762.279499999,250,7253783.692125001,1.1135929360934131
REGA,ycsb_dserver,9909432.281625,125,7253783.692125001,1.3661052910059999
PARA,ycsb_dserver,7346617.788375,1000,7253783.692125001,1.0127980237887135
PARA,ycsb_dserver,7446925.998749999,500,7253783.692125001,1.0266264221298302
PARA,ycsb_dserver,7682344.8095625,250,7253783.692125001,1.0590810445454504
PARA,ycsb_dserver,8309517.008625,125,7253783.692125001,1.1455424315514322
Baseline,519.lbm,28649407.116375,0,28649407.116375,1.0
CoMeT,519.lbm,30519587.196750004,125,28649407.116375,1.065278142503203
CoMeT,519.lbm,29582901.276375003,250,28649407.116375,1.032583367474521
CoMeT,519.lbm,29097417.422437496,500,28649407.116375,1.0156376815842179
CoMeT,519.lbm,28811227.196812496,1000,28649407.116375,1.005648287232618
Graphene,519.lbm,28745095.419,1000,28649407.116375,1.0033399749682885
Graphene,519.lbm,28914660.229124997,500,28649407.116375,1.0092585899482154
Graphene,519.lbm,29266441.324124996,250,28649407.116375,1.0215374162977817
Graphene,519.lbm,29979604.211625002,125,28649407.116375,1.0464301788112644
Hydra,519.lbm,29328734.967374995,1000,28649407.116375,1.0237117594873968
Hydra,519.lbm,29588249.565187495,500,28649407.116375,1.032770048085075
Hydra,519.lbm,29900591.781000003,250,28649407.116375,1.0436722707573893
Hydra,519.lbm,30405401.8996875,125,28649407.116375,1.0612925348220847
REGA,519.lbm,30697522.131375,1000,28649407.116375,1.0714889144714401
REGA,519.lbm,36303127.047749996,500,28649407.116375,1.2671510757721893
REGA,519.lbm,53629857.22799999,250,28649407.116375,1.871936023323395
REGA,519.lbm,105448232.29968752,125,28649407.116375,3.680642739703224
PARA,519.lbm,30811082.4823125,1000,28649407.116375,1.0754527085728753
PARA,519.lbm,33170163.530062504,500,28649407.116375,1.1577958104097588
PARA,519.lbm,38731001.38275,250,28649407.116375,1.3518953891584273
PARA,519.lbm,55612524.963375,125,28649407.116375,1.9411405177592254
Baseline,470.lbm,27331071.476999998,0,27331071.476999998,1.0
CoMeT,470.lbm,29606103.7918125,125,27331071.476999998,1.0832397777279614
CoMeT,470.lbm,28472294.868187495,250,27331071.476999998,1.0417555305926398
CoMeT,470.lbm,27890308.137562502,500,27331071.476999998,1.0204615710376785
CoMeT,470.lbm,27525102.564937506,1000,27331071.476999998,1.0070992858110517
Graphene,470.lbm,27448891.152375,1000,27331071.476999998,1.0043108326533832
Graphene,470.lbm,27652406.157375,500,27331071.476999998,1.0117571197545407
Graphene,470.lbm,28077620.4076875,250,27331071.476999998,1.027315026098254
Graphene,470.lbm,28922795.139749996,125,27331071.476999998,1.058238611833769
Hydra,470.lbm,28157065.0545,1000,27331071.476999998,1.0302217781031784
Hydra,470.lbm,28488597.934312504,500,27331071.476999998,1.0423520335924847
Hydra,470.lbm,28833021.0463125,250,27331071.476999998,1.0549539219703274
Hydra,470.lbm,29432064.707624998,125,27331071.476999998,1.076871967218448
REGA,470.lbm,29670434.187,1000,27331071.476999998,1.0855935235458534
REGA,470.lbm,36791661.573374994,500,27331071.476999998,1.3461477938885928
REGA,470.lbm,57067957.319062494,250,27331071.476999998,2.0880248828549246
REGA,470.lbm,116410345.7908125,125,27331071.476999998,4.25926754788138
PARA,470.lbm,29930161.545375,1000,27331071.476999998,1.0950965303560172
PARA,470.lbm,32706573.097875,500,27331071.476999998,1.196680968962328
PARA,470.lbm,39113204.6356875,250,27331071.476999998,1.431089325151506
PARA,470.lbm,58350401.365125,125,27331071.476999998,2.1349474503489114
Baseline,459.GemsFDTD,22350096.805874992,0,22350096.805874992,1.0
CoMeT,459.GemsFDTD,23299437.048374996,125,22350096.805874992,1.0424758895116042
CoMeT,459.GemsFDTD,22821846.0868125,250,22350096.805874992,1.0211072589544
CoMeT,459.GemsFDTD,22363855.413187496,500,22350096.805874992,1.0006155949762547
CoMeT,459.GemsFDTD,22350096.805874992,1000,22350096.805874992,1.0
Graphene,459.GemsFDTD,22350096.805874992,1000,22350096.805874992,1.0
Graphene,459.GemsFDTD,22350096.805874992,500,22350096.805874992,1.0
Graphene,459.GemsFDTD,22443865.3995,250,22350096.805874992,1.0041954446300367
Graphene,459.GemsFDTD,22846890.087937493,125,22350096.805874992,1.0222277910640598
Hydra,459.GemsFDTD,22428872.496375006,1000,22350096.805874992,1.003524624129561
Hydra,459.GemsFDTD,22784093.236500002,500,22350096.805874992,1.0194181007086702
Hydra,459.GemsFDTD,23550582.304875,250,22350096.805874992,1.0537127650688496
