config,workload,total_energy,nrh,baseline_energy,normalized_energy
Graphene,437.leslie3d,18592181.27025,125,17917314.483,1.037665621591356
Hydra,437.leslie3d,18266149.945499998,1000,17917314.483,1.0194691823281314
Hydra,437.leslie3d,18570880.31925,500,17917314.483,1.0364767742883625
Hydra,437.leslie3d,18927265.00575,250,17917314.483,1.0563672934193484
Hydra,437.leslie3d,20012510.112375002,125,17917314.483,1.1169369232963418
REGA,437.leslie3d,18965539.413000003,1000,17917314.483,1.0585034621675342
REGA,437.leslie3d,21519301.840687495,500,17917314.483,1.2010338860271204
REGA,437.leslie3d,29251452.1130625,250,17917314.483,1.632580158193705
REGA,437.leslie3d,53612701.98150001,125,17917314.483,2.9922286641989735
PARA,437.leslie3d,19088355.807375003,1000,17917314.483,1.0653580828469629
PARA,437.leslie3d,20351072.421937503,500,17917314.483,1.135832741075492
PARA,437.leslie3d,23251570.8635625,250,17917314.483,1.2977151729754846
PARA,437.leslie3d,31991475.999937505,125,17917314.483,1.7855061945969142
Baseline,bfs_ny,111597659.04900002,0,111597659.04900002,1.0
CoMeT,bfs_ny,121390858.2106875,125,111597659.04900002,1.0877545214222415
CoMeT,bfs_ny,117786883.11975,250,111597659.04900002,1.0554601603966658
CoMeT,bfs_ny,115610432.49318752,500,111597659.04900002,1.0359575055461117
CoMeT,bfs_ny,111957037.82400002,1000,111597659.04900002,1.0032203074693726
Graphene,bfs_ny,111597659.04900002,1000,111597659.04900002,1.0
Graphene,bfs_ny,112668390.9455625,500,111597659.04900002,1.0095945730912899
Graphene,bfs_ny,113756407.4653125,250,111597659.04900002,1.0193440295675433
Graphene,bfs_ny,116988352.5841875,125,111597659.04900002,1.0483047187649388
Hydra,bfs_ny,116210203.0078125,1000,111597659.04900002,1.0413319060464092
Hydra,bfs_ny,117487560.86287498,500,111597659.04900002,1.052778005059128
Hydra,bfs_ny,118320370.10249998,250,111597659.04900002,1.0602406099804311
Hydra,bfs_ny,120652154.22918749,125,111597659.04900002,1.0811351712692454
REGA,bfs_ny,126646264.464,1000,111597659.04900002,1.1348469631284333
REGA,bfs_ny,158031515.1285,500,111597659.04900002,1.4160827070674658
REGA,bfs_ny,255729710.46074998,250,111597659.04900002,2.291532928557801
REGA,bfs_ny,575187563.346375,125,111597659.04900002,5.154118538398937
PARA,bfs_ny,123867191.19356251,1000,111597659.04900002,1.109944350527776
PARA,bfs_ny,135731057.3330625,500,111597659.04900002,1.216253624759871
PARA,bfs_ny,162919906.61662498,250,111597659.04900002,1.4598864170178563
PARA,bfs_ny,247597118.01881245,125,111597659.04900002,2.2186587077968913
Baseline,482.sphinx3,9368018.2155,0,9368018.2155,1.0
CoMeT,482.sphinx3,9388981.809750002,125,9368018.2155,1.0022377832501772
CoMeT,482.sphinx3,9372549.243562499,250,9368018.2155,1.000483669860398
CoMeT,482.sphinx3,9366453.8476875,500,9368018.2155,0.9998330097383977
CoMeT,482.sphinx3,9368018.2155,1000,9368018.2155,1.0
Graphene,482.sphinx3,9368018.2155,1000,9368018.2155,1.0
Graphene,482.sphinx3,9368018.2155,500,9368018.2155,1.0
Graphene,482.sphinx3,9373886.4898125,250,9368018.2155,1.000626415766655
Graphene,482.sphinx3,9383142.031875001,125,9368018.2155,1.0016144093688863
Hydra,482.sphinx3,9368018.2155,1000,9368018.2155,1.0
Hydra,482.sphinx3,9372000.222749999,500,9368018.2155,1.0004250639952226
Hydra,482.sphinx3,9397552.845375,250,9368018.2155,1.0031527084166139
Hydra,482.sphinx3,9425075.4710625,125,9368018.2155,1.0060906431061476
REGA,482.sphinx3,9406354.5105,1000,9368018.2155,1.0040922523972649
REGA,482.sphinx3,9512970.5581875,500,9368018.2155,1.0154731064087457
REGA,482.sphinx3,9803066.588625,250,9368018.2155,1.04643974457748
REGA,482.sphinx3,10799110.960875,125,9368018.2155,1.152763659554714
PARA,482.sphinx3,9415880.422687499,1000,9368018.2155,1.005109106972946
PARA,482.sphinx3,9455514.5000625,500,9368018.2155,1.0093398926592319
PARA,482.sphinx3,9558567.5895,250,9368018.2155,1.0203404145483752
PARA,482.sphinx3,9849882.9973125,125,9368018.2155,1.051437216573215
Baseline,grep_map0,10584076.6625625,0,10584076.6625625,1.0
CoMeT,grep_map0,10602053.0806875,125,10584076.6625625,1.0016984399015727
CoMeT,grep_map0,10591020.4183125,250,10584076.6625625,1.0006560568268141
CoMeT,grep_map0,10584076.6625625,500,10584076.6625625,1.0
CoMeT,grep_map0,10584076.6625625,1000,10584076.6625625,1.0
Graphene,grep_map0,10584076.6625625,1000,10584076.6625625,1.0
Graphene,grep_map0,10584076.6625625,500,10584076.6625625,1.0
Graphene,grep_map0,10588675.959375001,250,10584076.6625625,1.0004345487054878
Graphene,grep_map0,10596322.647,125,10584076.6625625,1.0011570196274953
Hydra,grep_map0,10584076.6625625,1000,10584076.6625625,1.0
Hydra,grep_map0,10586290.902,500,10584076.6625625,1.0002092047807374
Hydra,grep_map0,10616000.1811875,250,10584076.6625625,1.003016183616462
Hydra,grep_map0,10629516.9553125,125,10584076.6625625,1.0042932694271507
REGA,grep_map0,10614185.892562501,1000,10584076.6625625,1.0028447668096077
REGA,grep_map0,10999933.686375001,500,10584076.6625625,1.039290817429871
REGA,grep_map0,12149257.312875003,250,10584076.6625625,1.1478806985448986
REGA,grep_map0,15412013.753812501,125,10584076.6625625,1.4561509940991975
PARA,grep_map0,10613065.074187502,1000,10584076.6625625,1.0027388701489226
PARA,grep_map0,10641814.7424375,500,10584076.6625625,1.0054551834530099
PARA,grep_map0,10709523.661500001,250,10584076.6625625,1.011852427277027
PARA,grep_map0,10921819.099312501,125,10584076.6625625,1.031910429933359
Baseline,ycsb_cserver,9039857.719124999,0,9039857.719124999,1.0
CoMeT,ycsb_cserver,9039680.6263125,125,9039857.719124999,0.9999804097787818
CoMeT,ycsb_cserver,9039857.719124999,250,9039857.719124999,1.0
CoMeT,ycsb_cserver,9039857.719124999,500,9039857.719124999,1.0
CoMeT,ycsb_cserver,9039857.719124999,1000,9039857.719124999,1.0
Graphene,ycsb_cserver,9039857.719124999,1000,9039857.719124999,1.0
Graphene,ycsb_cserver,9039857.719124999,500,9039857.719124999,1.0
Graphene,ycsb_cserver,9039857.719124999,250,9039857.719124999,1.0
Graphene,ycsb_cserver,9039857.719124999,125,9039857.719124999,1.0
Hydra,ycsb_cserver,9039857.719124999,1000,9039857.719124999,1.0
Hydra,ycsb_cserver,9039857.719124999,500,9039857.719124999,1.0
Hydra,ycsb_cserver,9045579.3331875,250,9039857.719124999,1.0006329318713054
Hydra,ycsb_cserver,9170015.3565,125,9039857.719124999,1.014398195349871
REGA,ycsb_cserver,9153732.709125001,1000,9039857.719124999,1.0125969891936557
REGA,ycsb_cserver,9420247.389,500,9039857.719124999,1.0420791655902102
REGA,ycsb_cserver,10262172.769875,250,9039857.719124999,1.1352139700345099
REGA,ycsb_cserver,12988787.067374999,125,9039857.719124999,1.4368353430934564
PARA,ycsb_cserver,9207299.836875001,1000,9039857.719124999,1.018522649686815
PARA,ycsb_cserver,9389972.598749997,500,9039857.719124999,1.038730131657303
PARA,ycsb_cserver,9809074.662187498,250,9039857.719124999,1.0850917090691727
PARA,ycsb_cserver,10953145.0445625,125,9039857.719124999,1.2116501592043525
Baseline,h264_encode,5741995.3563749995,0,5741995.3563749995,1.0
CoMeT,h264_encode,5741995.3563749995,125,5741995.3563749995,1.0
CoMeT,h264_encode,5741995.3563749995,250,5741995.3563749995,1.0
CoMeT,h264_encode,5741995.3563749995,500,5741995.3563749995,1.0
CoMeT,h264_encode,5741995.3563749995,1000,5741995.3563749995,1.0
Graphene,h264_encode,5741995.3563749995,1000,5741995.3563749995,1.0
Graphene,h264_encode,5741995.3563749995,500,5741995.3563749995,1.0
Graphene,h264_encode,5741995.3563749995,250,5741995.3563749995,1.0
Graphene,h264_encode,5741995.3563749995,125,5741995.3563749995,1.0
Hydra,h264_encode,5741995.3563749995,1000,5741995.3563749995,1.0
Hydra,h264_encode,5741995.3563749995,500,5741995.3563749995,1.0
Hydra,h264_encode,5741995.3563749995,250,5741995.3563749995,1.0
Hydra,h264_encode,5741995.3563749995,125,5741995.3563749995,1.0
REGA,h264_encode,5742004.371375,1000,5741995.3563749995,1.000001570011719
REGA,h264_encode,5742799.181999999,500,5741995.3563749995,1.000139990643515
REGA,h264_encode,5744713.019062499,250,5741995.3563749995,1.0004732958699596
REGA,h264_encode,5747499.490499999,125,5741995.3563749995,1.0009585751613137
PARA,h264_encode,5741995.3563749995,1000,5741995.3563749995,1.0
PARA,h264_encode,5741995.3563749995,500,5741995.3563749995,1.0
PARA,h264_encode,5741995.3563749995,250,5741995.3563749995,1.0
PARA,h264_encode,5741995.3563749995,125,5741995.3563749995,1.0
Baseline,tpch17,13332359.548312502,0,13332359.548312502,1.0
CoMeT,tpch17,13753039.839187501,125,13332359.548312502,1.0315533262773613
CoMeT,tpch17,13475120.2723125,250,13332359.548312502,1.010707836334797
CoMeT,tpch17,13376449.853999998,500,13332359.548312502,1.0033070144506475
CoMeT,tpch17,13334693.061187502,1000,13332359.548312502,1.0001750262484703
Graphene,tpch17,13332359.548312502,1000,13332359.548312502,1.0
Graphene,tpch17,13350258.467437502,500,13332359.548312502,1.0013425169835946
Graphene,tpch17,13425339.875437498,250,13332359.548312502,1.0069740338751039
Graphene,tpch17,13567147.05,125,13332359.548312502,1.0176103487786012
Hydra,tpch17,13373361.831937501,1000,13332359.548312502,1.003075395879958
Hydra,tpch17,13617546.974999998,500,13332359.548312502,1.0213906192414075
Hydra,tpch17,13769505.975375,250,13332359.548312502,1.0327883766919435
Hydra,tpch17,13974843.895312501,125,13332359.548312502,1.0481898455162288
REGA,tpch17,13768566.148312502,1000,13332359.548312502,1.0327178845139389
REGA,tpch17,14789429.670562502,500,13332359.548312502,1.1092882409126466
REGA,tpch17,17947887.940125,250,13332359.548312502,1.346189912977309
REGA,tpch17,28100618.0420625,125,13332359.548312502,2.107700286677255
PARA,tpch17,13806273.2855625,1000,13332359.548312502,1.035546126365155
PARA,tpch17,14314977.563812502,500,13332359.548312502,1.073701733885835
PARA,tpch17,15488729.697562499,250,13332359.548312502,1.161739573661808
PARA,tpch17,18998113.6336875,125,13332359.548312502,1.4249625930686907
Baseline,473.astar,12799929.711937498,0,12799929.711937498,1.0
CoMeT,473.astar,13496211.957937498,125,12799929.711937498,1.0543973491784593
CoMeT,473.astar,12815872.4645625,250,12799929.711937498,1.001245534388375
CoMeT,473.astar,12799929.711937498,500,12799929.711937498,1.0
CoMeT,473.astar,12799929.711937498,1000,12799929.711937498,1.0
Graphene,473.astar,12799929.711937498,1000,12799929.711937498,1.0
Graphene,473.astar,12799929.711937498,500,12799929.711937498,1.0
Graphene,473.astar,12800033.269124998,250,12799929.711937498,1.0000080904497002
Graphene,473.astar,12857563.7274375,125,12799929.711937498,1.0045026821863132
Hydra,473.astar,12800701.2455625,1000,12799929.711937498,1.0000602763954463
Hydra,473.astar,12869229.282,500,12799929.711937498,1.0054140586411089
Hydra,473.astar,13210637.8396875,250,12799929.711937498,1.0320867486769842
Hydra,473.astar,14083075.049249997,125,12799929.711937498,1.1002462799554134
REGA,473.astar,13250270.7219375,1000,12799929.711937498,1.0351830846055352
REGA,473.astar,14284982.737124996,500,12799929.711937498,1.116020404690387
REGA,473.astar,17623204.428375,250,12799929.711937498,1.3768204064385765
REGA,473.astar,28284392.691187494,125,12799929.711937498,2.209730313191395
PARA,473.astar,13179607.74825,1000,12799929.711937498,1.029662509471314
PARA,473.astar,13593772.0995,500,12799929.711937498,1.0620192770919787
PARA,473.astar,14589241.4296875,250,12799929.711937498,1.1397907455758332
PARA,473.astar,17765721.7351875,125,12799929.711937498,1.3879546321741747
Baseline,505.mcf,11504856.731812498,0,11504856.731812498,1.0
CoMeT,505.mcf,11559627.272249999,125,11504856.731812498,1.0047606451531077
CoMeT,505.mcf,11524099.705125,250,11504856.731812498,1.001672595649044
CoMeT,505.mcf,11509221.634874998,500,11504856.731812498,1.000379396559579
CoMeT,505.mcf,11504856.731812498,1000,11504856.731812498,1.0
Graphene,505.mcf,11505032.224312495,1000,11504856.731812498,1.000015253775348
Graphene,505.mcf,11510655.6050625,500,11504856.731812498,1.0005040369806577
Graphene,505.mcf,11523505.301812496,250,11504856.731812498,1.0016209302240533
Graphene,505.mcf,11547636.170812497,125,11504856.731812498,1.003718380854036
Hydra,505.mcf,11519814.9073125,1000,11504856.731812498,1.0013001618228448
Hydra,505.mcf,11535116.702062503,500,11504856.731812498,1.0026301909667708
Hydra,505.mcf,11545981.107749999,250,11504856.731812498,1.003574523081525
Hydra,505.mcf,11571868.053937498,125,11504856.731812498,1.0058246116129117
REGA,505.mcf,11594364.596812496,1000,11504856.731812498,1.0077800069211202
REGA,505.mcf,11928249.924749998,500,11504856.731812498,1.0368012573130756
REGA,505.mcf,12956122.5823125,250,11504856.731812498,1.1261437568785237
REGA,505.mcf,16200415.92,125,11504856.731812498,1.4081371283141355
PARA,505.mcf,11657353.230562497,1000,11504856.731812498,1.0132549672112237
PARA,505.mcf,11823609.762749996,500,11504856.731812498,1.0277059539608262
PARA,505.mcf,12215632.330312498,250,11504856.731812498,1.0617804823709458
PARA,505.mcf,13366680.779437497,125,11504856.731812498,1.161829398750947
Baseline,520.omnetpp,13700781.505687501,0,13700781.505687501,1.0
CoMeT,520.omnetpp,15634728.693750001,125,13700781.505687501,1.141155976194473
CoMeT,520.omnetpp,13742010.026999999,250,13700781.505687501,1.0030092094597218
CoMeT,520.omnetpp,13700361.247875,500,13700781.505687501,0.9999693259970369
CoMeT,520.omnetpp,13700781.505687501,1000,13700781.505687501,1.0
Graphene,520.omnetpp,13700781.505687501,1000,13700781.505687501,1.0
Graphene,520.omnetpp,13700781.505687501,500,13700781.505687501,1.0
Graphene,520.omnetpp,13724820.370875,250,13700781.505687501,1.0017545616049361
Graphene,520.omnetpp,13925150.154374998,125,13700781.505687501,1.0163763394514653
Hydra,520.omnetpp,13745239.896562502,1000,13700781.505687501,1.003244952914295
Hydra,520.omnetpp,14107989.440062502,500,13700781.505687501,1.0297215114485228
Hydra,520.omnetpp,15561095.234625,250,13700781.505687501,1.1357815777271714
Hydra,520.omnetpp,21003692.715375,125,13700781.505687501,1.5330288061783846
REGA,520.omnetpp,14323344.7006875,1000,13700781.505687501,1.0454399768904832
REGA,520.omnetpp,15872579.043937499,500,13700781.505687501,1.158516325316803
REGA,520.omnetpp,20774825.480625007,250,13700781.505687501,1.5163241215109453
REGA,520.omnetpp,36226674.107999995,125,13700781.505687501,2.644131949185635
PARA,520.omnetpp,14353661.759624999,1000,13700781.505687501,1.0476527746732165
PARA,520.omnetpp,15060056.165624999,500,13700781.505687501,1.0992114690226416
PARA,520.omnetpp,16690992.24225,250,13700781.505687501,1.2182511074511475
PARA,520.omnetpp,21619597.2335625,125,13700781.505687501,1.577982775988926
Baseline,jp2_decode,9807515.4620625,0,9807515.4620625,1.0
CoMeT,jp2_decode,9938055.536812501,125,9807515.4620625,1.0133102084064978
CoMeT,jp2_decode,9872107.412624998,250,9807515.4620625,1.0065859646933366
CoMeT,jp2_decode,9833547.181499999,500,9807515.4620625,1.0026542623907344
CoMeT,jp2_decode,9818747.110125,1000,9807515.4620625,1.0011452082952044
Graphene,jp2_decode,9816509.6345625,1000,9807515.4620625,1.0009170694183243
Graphene,jp2_decode,9825131.416687502,500,9807515.4620625,1.0017961689372954
Graphene,jp2_decode,9853209.728625,250,9807515.4620625,1.0046591072672029
Graphene,jp2_decode,9902275.6329375,125,9807515.4620625,1.009661995562643
Hydra,jp2_decode,9839819.5869375,1000,9807515.4620625,1.0032938133006222
Hydra,jp2_decode,9851133.759,500,9807515.4620625,1.0044474359593134
Hydra,jp2_decode,9877540.51125,250,9807515.4620625,1.0071399376792596
Hydra,jp2_decode,9920941.9310625,125,9807515.4620625,1.0115652602780754
REGA,jp2_decode,9987740.0870625,1000,9807515.4620625,1.018376175464331
REGA,jp2_decode,10478489.2419375,500,9807515.4620625,1.0684142464491098
REGA,jp2_decode,11984518.5174375,250,9807515.4620625,1.2219729414443545
REGA,jp2_decode,16647920.229750002,125,9807515.4620625,1.6974656113617768
PARA,jp2_decode,9973014.585375002,1000,9807515.4620625,1.0168747246897225
PARA,jp2_decode,10151100.4273125,500,9807515.4620625,1.0350328242233273
PARA,jp2_decode,10583644.3460625,250,9807515.4620625,1.0791361366701104
PARA,jp2_decode,11932784.6188125,125,9807515.4620625,1.2166980174511046
Baseline,433.milc,22544097.385500003,0,22544097.385500003,1.0
CoMeT,433.milc,23219038.029187497,125,22544097.385500003,1.029938685596772
CoMeT,433.milc,22804873.883625,250,22544097.385500003,1.0115673958316347
CoMeT,433.milc,22592513.877187498,500,22544097.385500003,1.0021476349600333
CoMeT,433.milc,22545759.279000003,1000,22544097.385500003,1.0000737174556862
Graphene,433.milc,22550727.478125,1000,22544097.385500003,1.0002940943924976
Graphene,433.milc,22581788.4279375,500,22544097.385500003,1.0016718807496698
Graphene,433.milc,22657177.312125,250,22544097.385500003,1.005015943849574
Graphene,433.milc,22927142.027812496,125,22544097.385500003,1.0169909061233413
Hydra,433.milc,22672922.672625,1000,22544097.385500003,1.0057143688177934
Hydra,433.milc,22924355.5449375,500,22544097.385500003,1.0168673046844658
Hydra,433.milc,23231174.31825,250,22544097.385500003,1.030477021146649
Hydra,433.milc,23661258.898500003,125,22544097.385500003,1.049554501734833
REGA,433.milc,23236516.2855,1000,22544097.385500003,1.030713977506385
REGA,433.milc,25071266.823187493,500,22544097.385500003,1.1120989407769737
REGA,433.milc,31451427.561375,250,22544097.385500003,1.3951069773857545
REGA,433.milc,53194043.286749996,125,22544097.385500003,2.3595552475284967
PARA,433.milc,23373454.589249995,1000,22544097.385500003,1.0367882195311764
PARA,433.milc,24279688.1505,500,22544097.385500003,1.0769864827729276
PARA,433.milc,26428276.466250002,250,22544097.385500003,1.1722925080712365
PARA,433.milc,33097058.879812498,125,22544097.385500003,1.468103083208822
Baseline,h264_decode,64851937.59843749,0,64851937.59843749,1.0
CoMeT,h264_decode,70862259.3965625,125,64851937.59843749,1.0926775979360996
CoMeT,h264_decode,67911843.0129375,250,64851937.59843749,1.0471829451487928
CoMeT,h264_decode,66375042.591375,500,64851937.59843749,1.0234858826018207
CoMeT,h264_decode,65589397.70924999,1000,64851937.59843749,1.0113714429841534
Graphene,h264_decode,65413838.4733125,1000,64851937.59843749,1.0086643652554268
Graphene,h264_decode,65993938.47525,500,64851937.59843749,1.01760935631382
Graphene,h264_decode,67173281.43356249,250,64851937.59843749,1.0357945178060637
Graphene,h264_decode,69478808.162625,125,64851937.59843749,1.071345139953058
Hydra,h264_decode,65276452.658062495,1000,64851937.59843749,1.0065459117390385
Hydra,h264_decode,65681557.6565625,500,64851937.59843749,1.0127925253870134
Hydra,h264_decode,66512081.28056251,250,64851937.59843749,1.0255989835246653
Hydra,h264_decode,68086624.968375,125,64851937.59843749,1.0498780374144974
REGA,h264_decode,73173875.1084375,1000,64851937.59843749,1.1283221106134
REGA,h264_decode,90477809.59368752,500,64851937.59843749,1.3951442770133586
REGA,h264_decode,144339704.59800002,250,64851937.59843749,2.2256806803792037
REGA,h264_decode,320283526.536375,125,64851937.59843749,4.938688625150527
PARA,h264_decode,71571205.17825,1000,64851937.59843749,1.1036093573860222
PARA,h264_decode,78038091.09581251,500,64851937.59843749,1.2033270552226758
PARA,h264_decode,92899661.9731875,250,64851937.59843749,1.4324886104162566
PARA,h264_decode,139356301.4645625,125,64851937.59843749,2.148837900996193
Baseline,434.zeusmp,32237067.058125,0,32237067.058125,1.0
CoMeT,434.zeusmp,33730776.91125,125,32237067.058125,1.0463351659886357
CoMeT,434.zeusmp,32900489.8479375,250,32237067.058125,1.0205795021183632
CoMeT,434.zeusmp,32356162.60875,500,32237067.058125,1.003694366811046
CoMeT,434.zeusmp,32241035.453625,1000,32237067.058125,1.0001231003891529
Graphene,434.zeusmp,32237067.058125,1000,32237067.058125,1.0
Graphene,434.zeusmp,32246026.029375,500,32237067.058125,1.0002779090056129
Graphene,434.zeusmp,32588856.750937503,250,32237067.058125,1.0109125837092503
Graphene,434.zeusmp,33129519.067499988,125,32237067.058125,1.0276840324141725
Hydra,434.zeusmp,32579290.173375003,1000,32237067.058125,1.0106158266393452
Hydra,434.zeusmp,33144801.052125,500,32237067.058125,1.0281580825068022
Hydra,434.zeusmp,33698249.496375,250,32237067.058125,1.0453261593436964
Hydra,434.zeusmp,34089423.8971875,125,32237067.058125,1.0574604642451688
REGA,434.zeusmp,33616067.398125,1000,32237067.058125,1.0427768549016445
REGA,434.zeusmp,36977259.72375,500,32237067.058125,1.1470416851842695
REGA,434.zeusmp,48242287.20074999,250,32237067.058125,1.496484997030493
