config,nrh,workload,ramulator.normalized_ipc,ramulator.normalized_read_latency,ramulator.normalized_stall_cycles,ramulator.normalized_rbmpki,ramulator.preventive_refreshes_channel_0_core
CoMeT250-3,250,519.lbm,0.9413391787325189,1.0614575627954461,1.0784989056292658,1.0001218282502686,171929.0
CoMeT250-4,250,519.lbm,0.9273015437755833,1.0765462294512154,1.098735680094795,1.0002124142491116,219760.0
CoMeT250-5,250,519.lbm,0.9152414747803339,1.0915435152286737,1.116746256594774,1.0002418381684437,262904.0
CoMeT125-1,125,519.lbm,0.9294296550004261,1.0747339536367477,1.0954985374302628,1.0002368790809157,197696.0
CoMeT125-2,125,519.lbm,0.9089161930464811,1.0987112103447554,1.1263171862024308,1.0002691131498471,279560.0
CoMeT125-3,125,519.lbm,0.888971441978847,1.1246025269599,1.1572784228850104,1.0002772129928093,360131.0
CoMeT125-4,125,519.lbm,0.8642157648217172,1.1572050408619725,1.1978452434073776,1.0001529051987768,462444.0
CoMeT125-5,125,519.lbm,0.8431794227532821,1.1863990671353979,1.234177797531064,1.0002864699561949,553912.0
Baseline0,0,bfs_ny,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,bfs_ny,0.9273744665158495,1.071806872559172,1.1947093073516935,1.0002423860446696,853810.0
CoMeT1000-2,1000,bfs_ny,0.9803727647233079,1.0166627969973931,1.073001284701533,1.0001415722231015,192592.0
CoMeT1000-3,1000,bfs_ny,0.9915309033899385,1.006855839635066,1.038637714167681,1.0002748970782014,94684.0
CoMeT1000-4,1000,bfs_ny,0.9478632647434081,1.0357205421509503,1.3113457641175654,1.0009794546899513,568060.0
CoMeT1000-5,1000,bfs_ny,0.9591769006509719,1.0256159111156764,1.272367659572636,1.0010783319748338,484232.0
CoMeT500-1,500,bfs_ny,0.7953916672692318,1.2248615932438118,1.6520444741371074,1.0002404267251996,2063724.0
CoMeT500-2,500,bfs_ny,0.8505213661650552,1.1293313421623281,1.696847418808639,1.0009853326483613,1777018.0
CoMeT500-3,500,bfs_ny,0.9152985825422787,1.068304589620191,1.416945341157754,1.0007318741704077,1024596.0
CoMeT500-4,500,bfs_ny,0.8982662466222447,1.0904146677430517,1.4588331535286092,1.0005864060911505,1252516.0
CoMeT500-5,500,bfs_ny,0.9138547846922428,1.073342315080129,1.4077777464390862,1.0008348067909374,1111978.0
CoMeT250-2,250,bfs_ny,0.8225099124005726,1.1838205489148537,1.738764652992375,1.0010599690504987,2581938.0
CoMeT250-3,250,bfs_ny,0.8722106011268512,1.1141139589842042,1.6348213570634147,1.000925163314404,1743060.0
CoMeT250-4,250,bfs_ny,0.8660237705867599,1.1184930665126143,1.7060147750216526,1.0011175639298036,1990446.0
CoMeT250-5,250,bfs_ny,0.8636961197152991,1.1161855481090688,1.7917226808407356,1.0013472143979179,2120870.0
CoMeT125-1,125,bfs_ny,0.58485320489482,1.5974235080627803,3.1085331232004747,1.0012049131257112,8030454.0
CoMeT125-2,125,bfs_ny,0.8001929353308507,1.2004486250586202,2.035948513992356,1.0013906611680263,3336422.0
CoMeT125-3,125,bfs_ny,0.8125364419443477,1.1737611230043443,2.1015770935647162,1.001276337155229,3147238.0
CoMeT125-4,125,bfs_ny,0.7889097062027501,1.201980351635376,2.299503248985177,1.001283582080711,3734692.0
CoMeT125-5,125,bfs_ny,0.7619546872155258,1.2355660783132585,2.5221225858396528,1.000953345618874,4398670.0
Baseline0,0,433.milc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,433.milc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,433.milc,0.9999718832549142,1.0001986188629706,1.000036008694558,1.0001355359288384,10.0
CoMeT1000-3,1000,433.milc,0.9998369448844818,0.9999272502599327,1.0002095405487037,1.0001519352938937,442.0
CoMeT1000-4,1000,433.milc,0.9980366513817769,1.0020616174918224,1.0025310327743846,0.999910285826463,3252.0
CoMeT1000-5,1000,433.milc,0.9983364834773942,1.0022130540387186,1.0021431684880713,0.9998900277872771,2988.0
CoMeT500-1,500,433.milc,0.9996823511510272,0.9999151611351341,1.0004081894412635,1.0001080428756577,718.0
CoMeT500-2,500,433.milc,0.9973571847903947,1.0030683389459836,1.003408286943013,0.9999040154810006,5438.0
CoMeT500-3,500,433.milc,0.9961384694674167,1.0054549074818122,1.0049860465752039,0.999842759029177,8130.0
CoMeT500-4,500,433.milc,0.9939385528944645,1.010749282631996,1.0078468065689232,0.9999811889636132,13044.0
CoMeT500-5,500,433.milc,0.99318841635606,1.0118924408571404,1.0088215569216734,1.0000125406909248,15410.0
CoMeT250-1,250,433.milc,0.9945237460803376,1.0072997972301516,1.0070813574489776,0.9999580369188295,10852.0
CoMeT250-2,250,433.milc,0.9881824605924713,1.0159549490743551,1.015380420977481,1.000245508141561,25486.0
CoMeT250-3,250,433.milc,0.9795860793119219,1.0276850053673399,1.02680567922452,1.000378632399068,44590.0
CoMeT250-4,250,433.milc,0.9762304131582075,1.0370969430390538,1.0313199506806665,1.0000443747525025,53054.0
CoMeT250-5,250,433.milc,0.9710982571545038,1.0436483225636486,1.0382811270244992,1.0001205835665823,63420.0
CoMeT125-1,125,433.milc,0.9747547041406444,1.0332696352772237,1.0333148880140453,1.0001856986925366,53558.0
CoMeT125-2,125,433.milc,0.9607438479437772,1.0565971643973786,1.0525596875139884,1.0007972985422413,88138.0
CoMeT125-3,125,433.milc,0.9490416030000249,1.0762669477209021,1.069066112057822,1.0006434339112824,118310.0
CoMeT125-4,125,433.milc,0.9365724921199124,1.0988557502806877,1.0871135528951332,1.0008339559464823,149214.0
CoMeT125-5,125,433.milc,0.9261335537334361,1.125421990663756,1.102594291758149,1.0009825149005114,182036.0
Baseline0,0,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,grep_map0,0.9995237864322302,1.00755573118582,1.0100548211290103,1.0010314595152139,76.0
CoMeT500-5,500,grep_map0,0.9985442434428785,1.0283882624882486,1.0307335436281475,1.0005157297576068,696.0
CoMeT250-1,250,grep_map0,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,grep_map0,0.9987938981087707,1.024601855753265,1.0254191849871976,1.000190595779985,770.0
CoMeT250-3,250,grep_map0,0.9973219672327738,1.046450814134493,1.0565287710595808,0.9992936744624077,1510.0
CoMeT250-4,250,grep_map0,0.996716959267156,1.0592884078404068,1.0693511361538524,0.9997197120882569,1900.0
CoMeT250-5,250,grep_map0,0.9958619911916495,1.0821018061117733,1.0874906691709407,1.0002578648788034,2512.0
CoMeT125-1,125,grep_map0,0.9973219672327738,1.046450814134493,1.0565287710595808,0.9992936744624077,1510.0
CoMeT125-2,125,grep_map0,0.9955487401747286,1.0895181670559484,1.094166726865564,0.9986882525730431,2778.0
CoMeT125-3,125,grep_map0,0.993947748945243,1.1131784709977883,1.128207999229454,0.9990694441330134,3870.0
CoMeT125-4,125,grep_map0,0.9912394007823458,1.173207698224867,1.1861751226050872,0.9991815592977106,5524.0
CoMeT125-5,125,grep_map0,0.9903721153932213,1.1907047576873317,1.2047605287871126,0.9993497320447563,6440.0
Baseline0,0,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,502.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,502.gcc,1.0,0.9995314710593173,1.0000023662429642,0.9991750435393689,40.0
CoMeT125-4,125,502.gcc,0.9995128018040574,1.017487075976304,1.0023840279515885,0.9994805829692324,176.0
CoMeT125-5,125,502.gcc,0.9995128018040574,1.0152364234190288,1.0023805167523514,0.9976167924470655,226.0
Baseline0,0,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,ycsb_bserver,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,ycsb_bserver,1.0,1.000000489501604,0.9999999650030934,0.9999818964736917,10.0
CoMeT125-4,125,ycsb_bserver,0.9995406983234397,1.001499675010411,1.0008659284605834,0.999764654157992,242.0
CoMeT125-5,125,ycsb_bserver,0.9993489172090962,1.003758567008372,1.0012277264812564,0.9995344807520723,434.0
Baseline0,0,bfs_dblp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,bfs_dblp,0.9313549117387031,1.0655641245359417,1.2000714084362867,0.9999832096375042,815844.0
CoMeT1000-2,1000,bfs_dblp,0.9800897469956652,1.016870266213668,1.0726956166086727,0.9999868725756638,195148.0
CoMeT1000-3,1000,bfs_dblp,0.9917529568655907,1.0064135352097623,1.0374863876608083,0.999954952685987,94630.0
CoMeT1000-4,1000,bfs_dblp,0.9479032919906283,1.035504265534034,1.3074336567497815,1.000752517655703,570266.0
CoMeT1000-5,1000,bfs_dblp,0.9595119540476468,1.0250842724016154,1.267603720838526,1.0007887375162632,484658.0
CoMeT500-2,500,bfs_dblp,0.8534945977672408,1.1279481332938253,1.6772339285700437,1.0008741681547066,1917786.0
CoMeT500-3,500,bfs_dblp,0.9158648996764733,1.0671572051962395,1.4102746975865084,1.0004977955710117,999514.0
CoMeT500-4,500,bfs_dblp,0.8983821475133459,1.0898049137716193,1.4558151152073553,1.0003218835346743,1251772.0
CoMeT500-5,500,bfs_dblp,0.9140411066091716,1.0728329297836894,1.4058034609899488,1.0005638422137286,1113490.0
CoMeT250-1,250,bfs_dblp,0.6105974818207215,1.504065107428876,2.9651265962085334,1.0007033751313255,6749230.0
CoMeT250-2,250,bfs_dblp,0.8228032593349147,1.1840890048556325,1.7228219602970452,1.0008171992282986,2595760.0
CoMeT250-3,250,bfs_dblp,0.8716859891132677,1.1138647460359672,1.6392982937295124,1.0007493779944234,1743908.0
CoMeT250-4,250,bfs_dblp,0.8662350037052304,1.1182703812316357,1.6979945634008815,1.0009996180988823,1992612.0
CoMeT250-5,250,bfs_dblp,0.8642730061013902,1.1152885515052098,1.7829240790138976,1.0012095203812477,2123994.0
CoMeT125-1,125,bfs_dblp,0.5762487685824952,1.6096816813882817,3.084861363038881,1.0007866444087432,7820448.0
CoMeT125-2,125,bfs_dblp,0.8006724388323251,1.1994775379083864,2.0272622777144025,1.001105320028632,3350986.0
CoMeT125-3,125,bfs_dblp,0.8133509695820618,1.1729061837277104,2.0903865804970296,1.0011477964605826,3157662.0
CoMeT125-4,125,bfs_dblp,0.7891652723246422,1.2016034725773332,2.286811356679832,1.0010508309796111,3737726.0
CoMeT125-5,125,bfs_dblp,0.7620612234702934,1.235610091843517,2.508177745451535,1.0006887233786868,4404174.0
Baseline0,0,tpch2,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,tpch2,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,tpch2,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,tpch2,1.0,1.0000369609028559,0.9999452828466983,0.9998224968319418,134.0
CoMeT1000-4,1000,tpch2,0.9996977362027634,1.0004666037137069,1.000525784049265,0.9998943023206385,608.0
CoMeT1000-5,1000,tpch2,0.9976928443855169,1.0030740214841989,1.0038657246354405,0.9999161311892024,2648.0
CoMeT500-1,500,tpch2,1.0,1.0000369609028559,0.9999452828466983,0.9998224968319418,134.0
CoMeT500-2,500,tpch2,0.9970883796779672,1.0033490590662195,1.0048258788956936,0.9999684055849735,3398.0
CoMeT500-3,500,tpch2,0.9913257764702902,1.0106404928408739,1.0145771086633988,1.0000959321328988,9814.0
CoMeT500-4,500,tpch2,0.9875399837662825,1.0156316738808608,1.0208656215820695,1.0000993787963564,14336.0
CoMeT500-5,500,tpch2,0.9847690049502368,1.0210424660449877,1.0255315987714102,0.999928768955213,18452.0
CoMeT250-1,250,tpch2,0.9913257764702902,1.0106404928408739,1.0145771086633988,1.0000959321328988,9814.0
CoMeT250-2,250,tpch2,0.9807097044134288,1.0254334525718725,1.032432492349561,0.999682332518006,22910.0
CoMeT250-3,250,tpch2,0.9593168518710041,1.057873751691756,1.070091626704271,1.0003245608089089,50556.0
CoMeT250-4,250,tpch2,0.9501286967569648,1.0735850016017479,1.0866670401069294,1.0005537639288287,63704.0
CoMeT250-5,250,tpch2,0.9508786392522268,1.0766912026524094,1.0852124516114485,1.0004991917574193,65742.0
CoMeT125-1,125,tpch2,0.9593168518710041,1.057873751691756,1.070091626704271,1.0003245608089089,50556.0
CoMeT125-2,125,tpch2,0.9137719763591206,1.1262796800642363,1.155898602443954,1.0017767550123104,111526.0
CoMeT125-3,125,tpch2,0.878112257575644,1.184613977373179,1.2290962441308633,1.0026613986330533,166984.0
CoMeT125-4,125,tpch2,0.8807329571271948,1.1857637128955756,1.223503644119534,1.002741246336484,168906.0
CoMeT125-5,125,tpch2,0.8846487859052727,1.19001280968224,1.2149427362733087,1.0026183153398354,171702.0
Baseline0,0,GeoMean,1.0,,,,
CoMeT1000-1,1000,GeoMean,0.9959715732229663,,,,
CoMeT1000-2,1000,GeoMean,0.9979938512607788,,,,
CoMeT1000-3,1000,GeoMean,0.9980962098580229,,,,
CoMeT1000-4,1000,GeoMean,0.9954129853916871,,,,
CoMeT1000-5,1000,GeoMean,0.995518665230506,,,,
CoMeT125-1,125,GeoMean,0.959300152520061,,,,
CoMeT125-2,125,GeoMean,0.9649452320773063,,,,
CoMeT125-3,125,GeoMean,0.9598583288113162,,,,
CoMeT125-4,125,GeoMean,0.9510887505377018,,,,
CoMeT125-5,125,GeoMean,0.9450822700081086,,,,
CoMeT250-1,250,GeoMean,0.9862277972085617,,,,
CoMeT250-2,250,GeoMean,0.9822629398767304,,,,
CoMeT250-3,250,GeoMean,0.9813122431167249,,,,
CoMeT250-4,250,GeoMean,0.9782485766553801,,,,
CoMeT250-5,250,GeoMean,0.9759142464197329,,,,
CoMeT500-1,500,GeoMean,0.9943091143813964,,,,
CoMeT500-2,500,GeoMean,0.9890898914611992,,,,
CoMeT500-3,500,GeoMean,0.9913566616665903,,,,
CoMeT500-4,500,GeoMean,0.9890250616582226,,,,
CoMeT500-5,500,GeoMean,0.9886004965601889,,,,
