config,nrh,workload,ramulator.normalized_ipc,ramulator.normalized_read_latency,ramulator.normalized_stall_cycles,ramulator.normalized_rbmpki,ramulator.preventive_refreshes_channel_0_core
CoMeT125-4,125,549.fotonik3d,0.9209128923436176,1.0822288658408903,1.1085340757718614,1.004708906974161,223452.0
CoMeT125-5,125,549.fotonik3d,0.9089477968286674,1.0950976236046615,1.1265948439412792,1.005586515542672,263488.0
Baseline0,0,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT125-4,125,538.imagick,1.0,1.0,1.0,1.0,0.0
CoMeT125-5,125,538.imagick,1.0,1.0,1.0,1.0,0.0
Baseline0,0,jp2_encode,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,jp2_encode,0.9996120824120767,1.0002046855170241,1.0006948098929036,0.9999385424504056,560.0
CoMeT1000-2,1000,jp2_encode,0.9979354541388218,1.002937086752324,1.0053305814983566,0.9997485827516595,1536.0
CoMeT1000-3,1000,jp2_encode,0.9977712220211415,1.0031123521313843,1.005898031122054,0.999713198101893,2060.0
CoMeT1000-4,1000,jp2_encode,0.99718720123994,1.0047121491182196,1.0072474812010297,0.99937425040413,3392.0
CoMeT1000-5,1000,jp2_encode,0.9957407333593735,1.0086365633829928,1.0111050980431697,0.999405910353921,4110.0
CoMeT500-1,500,jp2_encode,0.9977712220211415,1.0031123521313843,1.005898031122054,0.999713198101893,2060.0
CoMeT500-2,500,jp2_encode,0.9956940566458787,1.0077013843679081,1.011280287086399,0.9994412950036876,4112.0
CoMeT500-3,500,jp2_encode,0.9947859091729173,1.0078822755785035,1.0146425206332685,0.9995195137031714,5858.0
CoMeT500-4,500,jp2_encode,0.9921548067444859,1.0132994539046782,1.0209207905088065,0.9990259909564284,8076.0
CoMeT500-5,500,jp2_encode,0.9901038891974232,1.0190038102039627,1.0263081848346851,0.9981488241122177,9858.0
CoMeT250-1,250,jp2_encode,0.9947859091729173,1.0078822755785035,1.0146425206332685,0.9995195137031714,5858.0
CoMeT250-2,250,jp2_encode,0.990336085230665,1.0172705566492635,1.026165700331531,0.9984579742101776,9862.0
CoMeT250-3,250,jp2_encode,0.9865599816906044,1.0246231749935746,1.036544253443898,0.9983406461609518,13802.0
CoMeT250-4,250,jp2_encode,0.9827679303620367,1.0337426242239565,1.0468161936336282,0.997355463017454,18106.0
CoMeT250-5,250,jp2_encode,0.9793668908281556,1.0405952897245798,1.056574168403045,0.9968414544208464,21964.0
CoMeT125-1,125,jp2_encode,0.98655669780329,1.0251503687057473,1.0362058002342058,0.9983685814107672,13812.0
CoMeT125-2,125,jp2_encode,0.9791296087271509,1.0420198687077784,1.0569986810892396,0.9968246932709571,21964.0
CoMeT125-3,125,jp2_encode,0.971894772243419,1.0590377722237727,1.0775834098270551,0.9958581336273363,29480.0
CoMeT125-4,125,jp2_encode,0.9635242115743808,1.0795478011093975,1.1008845543954708,0.9940516541392591,38934.0
CoMeT125-5,125,jp2_encode,0.9556615474689094,1.0987262608119157,1.1233043245355536,0.9933383740939666,48130.0
Baseline0,0,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,ycsb_aserver,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,ycsb_aserver,1.0,1.0,1.0,1.0,4.0
CoMeT125-3,125,ycsb_aserver,0.9997097508423087,1.0014276899230345,1.0005472555817805,1.0000036719009615,186.0
CoMeT125-4,125,ycsb_aserver,0.9976782688976823,1.0050530455681927,1.0043893277317797,1.000130352484133,1650.0
CoMeT125-5,125,ycsb_aserver,0.9974423187940041,1.0070304980119722,1.0048354216619437,1.0001175008307674,2114.0
Baseline0,0,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT125-4,125,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
CoMeT125-5,125,ycsb_abgsave,1.0,1.0,1.0,1.0,0.0
Baseline0,0,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,523.xalancbmk,1.0,1.0,1.0,1.0,0.0
CoMeT125-4,125,523.xalancbmk,1.0,1.0002071798327763,1.0,0.9999443981095356,20.0
CoMeT125-5,125,523.xalancbmk,1.0,1.0001429499964365,0.9999999393189524,1.0,14.0
Baseline0,0,520.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,520.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,520.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,520.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,520.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,520.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,520.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,520.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,520.omnetpp,0.9999664134491199,1.0003041753197386,1.0000506678438603,1.0000107102043614,48.0
CoMeT500-4,500,520.omnetpp,1.0,0.999982763090353,0.9999999121536131,1.0000010710204361,6.0
CoMeT500-5,500,520.omnetpp,1.0,0.9993107085311622,0.9999998535893551,0.9999807216321495,14.0
CoMeT250-1,250,520.omnetpp,0.999950252547348,1.0002301160458762,1.0000749036859533,1.000016065306542,80.0
CoMeT250-2,250,520.omnetpp,0.9989976184029328,1.0019992966020028,1.0015108992915647,1.0000733648998756,1272.0
CoMeT250-3,250,520.omnetpp,0.9944906144113536,1.006107387109436,1.0083427713702027,1.0001483363304053,7624.0
CoMeT250-4,250,520.omnetpp,0.9934268042432349,1.0076245257422811,1.0099652648553439,1.000158511024549,9158.0
CoMeT250-5,250,520.omnetpp,0.9936619935166506,1.0086325745601679,1.0096064806895535,0.999985005713894,8432.0
CoMeT125-1,125,520.omnetpp,0.9927807478944659,1.008583492294844,1.010951604088203,1.000144052248661,9982.0
CoMeT125-2,125,520.omnetpp,0.7610391435349451,1.40577836950643,1.4730510954507898,1.0021693518934036,450996.0
CoMeT125-3,125,520.omnetpp,0.8017873159800375,1.3196647897895468,1.3724240938159589,1.001929443315708,351398.0
CoMeT125-4,125,520.omnetpp,0.735022240895671,1.454617468925055,1.5431107949769085,1.0033153437600741,514276.0
CoMeT125-5,125,520.omnetpp,0.7659813826711638,1.385915809623524,1.4602560056499672,1.0026261421094176,430158.0
Baseline0,0,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT125-4,125,h264_encode,1.0,1.0,1.0,1.0,0.0
CoMeT125-5,125,h264_encode,1.0,1.0,1.0,1.0,0.0
Baseline0,0,482.sphinx3,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,482.sphinx3,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,482.sphinx3,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,482.sphinx3,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,482.sphinx3,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,482.sphinx3,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,482.sphinx3,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,482.sphinx3,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,482.sphinx3,1.0,1.0003872121725914,0.9999998832741063,0.9995576199955764,26.0
CoMeT500-4,500,482.sphinx3,0.999665677937742,1.0016680952342856,1.0007282295060789,1.0006992458134443,110.0
CoMeT500-5,500,482.sphinx3,0.999665677937742,1.0015003408423482,1.0007298870137704,0.9997645396750648,172.0
CoMeT250-1,250,482.sphinx3,1.0,1.0003872121725914,0.9999998832741063,0.9995576199955764,26.0
CoMeT250-2,250,482.sphinx3,0.9993315793432566,1.0020682504961824,1.001457276093414,1.0003210822612756,210.0
CoMeT250-3,250,482.sphinx3,0.9989977039925627,1.002569260700854,1.002181583609462,1.001056003881528,462.0
CoMeT250-4,250,482.sphinx3,0.9986640516619786,1.0037832902923887,1.0029160929686258,0.9995005387046828,852.0
CoMeT250-5,250,482.sphinx3,0.9983306221281216,1.0059734771041577,1.003638299418586,0.9991651861206842,1108.0
CoMeT125-1,125,482.sphinx3,0.9989977039925627,1.002569260700854,1.002181583609462,1.001056003881528,462.0
CoMeT125-2,125,482.sphinx3,0.9976644305585478,1.0087525859740682,1.0050645497694348,1.0020977374403324,1310.0
CoMeT125-3,125,482.sphinx3,0.9963347111843192,1.013364348929503,1.008011948622771,1.0025615229288412,2216.0
CoMeT125-4,125,482.sphinx3,0.9945825774398357,1.017813208277802,1.011859467533358,1.0035033642285822,3228.0
CoMeT125-5,125,482.sphinx3,0.9935911063550018,1.0203020517026529,1.0140520467220135,1.001541194854122,3836.0
Baseline0,0,jp2_decode,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,jp2_decode,0.9988698916768816,1.0036247492509507,1.002543782297617,0.9998645445309854,896.0
CoMeT1000-2,1000,jp2_decode,0.998106118036491,1.0063141289257496,1.0043225440519217,0.999784003441301,1994.0
CoMeT1000-3,1000,jp2_decode,0.997252103395951,1.0083724156854923,1.006301605215217,0.9997656986481911,2550.0
CoMeT1000-4,1000,jp2_decode,0.9965674872924419,1.0095309695809764,1.0078760282480232,0.9996009555102003,3400.0
CoMeT1000-5,1000,jp2_decode,0.9964700827397822,1.0102380414715646,1.0080565855171308,0.9998480702171865,3858.0
CoMeT500-1,500,jp2_decode,0.997252103395951,1.0083724156854923,1.006301605215217,0.9997656986481911,2550.0
CoMeT500-2,500,jp2_decode,0.9955423237892465,1.0131565658312416,1.0102390260652039,0.9997181061861049,4514.0
CoMeT500-3,500,jp2_decode,0.994259029800623,1.0204822315307445,1.0131975952659864,0.9992934349859511,6490.0
CoMeT500-4,500,jp2_decode,0.9922202781193613,1.0235468319018026,1.0179282613554352,1.0001025068414164,8426.0
CoMeT500-5,500,jp2_decode,0.9904479817818871,1.0279767324269091,1.0220501020671156,1.0000512534207082,9778.0
CoMeT250-1,250,jp2_decode,0.994259029800623,1.0204822315307445,1.0131975952659864,0.9992934349859511,6490.0
CoMeT250-2,250,jp2_decode,0.9897726727389019,1.0300704519913024,1.0236280847440695,1.0000658972551963,10398.0
CoMeT250-3,250,jp2_decode,0.9853102764584466,1.042722661101191,1.034047920535413,0.9996961404343727,14494.0
CoMeT250-4,250,jp2_decode,0.9824045989589042,1.0503930555216363,1.0409584268655079,0.9994911267515398,18356.0
CoMeT250-5,250,jp2_decode,0.9803198517451956,1.0585428044984886,1.045861647336158,0.9992696387549079,21404.0
CoMeT125-1,125,jp2_decode,0.9853102764584466,1.042722661101191,1.034047920535413,0.9996961404343727,14494.0
CoMeT125-2,125,jp2_decode,0.9785094894672908,1.0649788228996429,1.0502217822401072,0.9988522894719981,22246.0
CoMeT125-3,125,jp2_decode,0.9710240734848703,1.0851817956194103,1.0682405241957218,0.9985795480546581,29768.0
CoMeT125-4,125,jp2_decode,0.9618085598004011,1.1126461091463078,1.0907564094864164,0.9983415857442272,39520.0
CoMeT125-5,125,jp2_decode,0.9566264655880173,1.1297536758162514,1.1036837999913205,0.9977430190095278,46826.0
Baseline0,0,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,ycsb_cserver,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,ycsb_cserver,1.0,0.9995261078856783,1.0000000176681736,1.0000240531092652,12.0
CoMeT125-4,125,ycsb_cserver,0.9997190239921757,1.0022815513492864,1.0005311936374222,0.9997567963396512,244.0
CoMeT125-5,125,ycsb_cserver,0.9992415823930392,1.0040414379829787,1.0014349913865888,1.0003313983943214,392.0
Baseline0,0,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,471.omnetpp,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,471.omnetpp,1.0,1.0003763285661225,1.0,1.0,4.0
CoMeT125-3,125,471.omnetpp,1.0,0.9992619421803403,1.0000001308590505,0.9999079104889952,12.0
CoMeT125-4,125,471.omnetpp,1.0,0.9985295572364277,0.9999996074228488,1.0001841790220094,28.0
CoMeT125-5,125,471.omnetpp,1.0,1.0010040781511214,0.9999976445370926,1.0003683580440186,56.0
Baseline0,0,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,557.xz,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,557.xz,1.0,1.0000787887632852,1.0000001416653679,1.0000022660013688,4.0
CoMeT250-3,250,557.xz,0.9996042198134232,1.0008371657720438,1.0011050607013081,1.0000135960082122,120.0
CoMeT250-4,250,557.xz,0.9988135985486457,1.0040559207402941,1.003314544609769,1.0000543840328482,772.0
CoMeT250-5,250,557.xz,0.9984187567279652,1.005757627607685,1.004420242805232,1.00006798004106,890.0
CoMeT125-1,125,557.xz,0.9996042198134232,1.0008371657720438,1.0011050607013081,1.0000135960082122,120.0
CoMeT125-2,125,557.xz,0.9968425062217237,1.0105353183737316,1.008838148131896,1.0001450240875944,1944.0
CoMeT125-3,125,557.xz,0.9929235687334991,1.0215947188359946,1.0198802552229098,1.0002107381272858,5460.0
CoMeT125-4,125,557.xz,0.9847679857002483,1.0448851094377458,1.0431507043619794,1.0000906400547467,11858.0
CoMeT125-5,125,557.xz,0.9838766853757853,1.0474769810099647,1.0457134308649807,1.000020394012318,12988.0
Baseline0,0,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT125-4,125,403.gcc,1.0,1.0,1.0,1.0,0.0
CoMeT125-5,125,403.gcc,1.0,1.0,1.0,1.0,0.0
Baseline0,0,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT1000-2,1000,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT1000-3,1000,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT1000-4,1000,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT1000-5,1000,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT500-1,500,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT500-2,500,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT500-3,500,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT500-4,500,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT500-5,500,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT250-1,250,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT250-2,250,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT250-3,250,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT250-4,250,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT250-5,250,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT125-1,125,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT125-2,125,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT125-3,125,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT125-4,125,526.blender,1.0,1.0,1.0,1.0,0.0
CoMeT125-5,125,526.blender,1.0,1.0,1.0,1.0,0.0
Baseline0,0,519.lbm,1.0,1.0,1.0,1.0,0.0
CoMeT1000-1,1000,519.lbm,0.9992368972466305,1.000606184538745,1.0009782250477708,1.0000117365071495,1740.0
CoMeT1000-2,1000,519.lbm,0.9932226605423558,1.0064665304260119,1.0085615741868221,0.999984461525746,17264.0
CoMeT1000-3,1000,519.lbm,0.9893098445419413,1.0109506865039304,1.013709365632943,1.0001186874948345,27536.0
CoMeT1000-4,1000,519.lbm,0.9875650050883696,1.0123744201986704,1.015730537863609,1.0000547152657244,32864.0
CoMeT1000-5,1000,519.lbm,0.9830534555122674,1.0163395993726931,1.021743799721275,1.0000735597983306,46720.0
CoMeT500-1,500,519.lbm,0.9853987080549572,1.0141874015184795,1.0186667934311513,1.0000743863129185,35728.0
CoMeT500-2,500,519.lbm,0.9796973284546147,1.0195793277320913,1.0260306495345257,1.000037358459377,54766.0
CoMeT500-3,500,519.lbm,0.9709081970538191,1.0283877771606134,1.0378055404945503,1.000064798743698,75760.0
CoMeT500-4,500,519.lbm,0.966412058182133,1.0339515477346288,1.043653318211787,1.0001107529547897,92946.0
CoMeT500-5,500,519.lbm,0.9596458244404401,1.041474650134819,1.0530540312602423,1.0000874452434085,115880.0
CoMeT250-1,250,519.lbm,0.9628787886666406,1.0366174013083824,1.0486015556438861,1.0000907513017605,92880.0
CoMeT250-2,250,519.lbm,0.9533354296234966,1.0476127977186205,1.0617512518863492,1.0001886106289775,130888.0
